Entry,Protein,Gene,Urine,Plasma,Serum
A0A337SLM1,Zinc finger with KRAB and SCAN domains 1,ZKSCAN1,27,26.5,26.4
M3WPT0,Zinc finger with KRAB and SCAN domains 1,ZKSCAN1,26.4,25.5,25.5
A0A2I2UXF5,Zinc finger with KRAB and SCAN domains 1,ZKSCAN1,24.5,23.3,23.3
A0A5F5XU81,Secreted and transmembrane 1,,28.5,21.4,22.7
A0A2I2U5G8,Fibronectin type-III domain-containing protein,,25.7,26.1,25.5
A0A5F5XGI8,Filaggrin,,22.4,16.6,16.9
A0A5F5Y249,Envelope polyprotein,,22.8,23.1,23.1
A0A291NGR0,IgA constant region,,25.8,21.5,21.8
A0A337S3R0,Sushi domain-containing protein,,27.4,26.2,26.2
A0A5F5XER5,Complement C3,,25.5,29.4,29.5
A0A5F5XL80,Anaphylatoxin-like domain-containing protein,,25.9,29.1,29.2
A0A291NH43,IgG lambda chain constant region,,15.5,17.9,16.7
A0A2I2V2Y7,Sushi domain-containing protein,,26.5,23.7,23.4
A0A2I2ULZ3,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),,25.3,18,19.7
M3W0R2,SRCR domain-containing protein,,22.3,15.6,15.1
A0A337SP31,Galectin,,20.6,18.3,18.7
T2HUL6,Restriction factor for feline retrovirus X,,18.1,20.1,19.8
A0A291NH71,Ig lambda variable,,28.2,25.3,26
A0A291NH36,IgG lambda chain constant region,,31.7,29.9,30.1
A0A291NH39,IgG lambda chain constant region,,20.8,20.5,19.5
A0A976N0B1,Endogenous retrovirus group V member 2 Env polyprotein-like,,24.6,19.3,19.7
M3X050,Ig-like domain-containing protein,,23,19.7,19.8
A0A291NGR2,IgA constant region,,26.7,21.2,22.2
A0A2I2V460,Trans-golgi network protein 2,,23.4,20.6,21.1
A0A337SE59,"Keratin, type I cytoskeletal 19 (Cytokeratin-19) (Keratin-19)",,22.1,19.2,18.8
A0A291NGW6,IgH variable region,,16.4,17.8,17.6
A0A291NGQ8,IgA constant region,,32,26.9,27.2
A0A291NH16,Ig kappa chain,,23,20.7,20.3
A0A291NHD0,IgG constant region,,30.3,31.2,31.4
A0A291NH41,Ig kappa chain,,19.4,16.4,17.1
M3X5X6,Sushi domain-containing protein,,25,22.5,22.4
A0A291NGT6,IgH variable region,,25.1,24.1,23.9
A0A2I2UCP1,WAP domain-containing protein,,24.1,14,14.6
A0A5F5Y223,Sushi domain-containing protein,,25.3,22.3,22
A0A2I2U526,Cytochrome c domain-containing protein,,21.2,18.3,18.7
A0A5F5XCZ4,Anaphylatoxin-like domain-containing protein,,24.4,26.7,26.6
A0A337SKT0,EF-hand domain-containing protein,,20,18.8,19
A0A2I2UN09,Ig-like domain-containing protein,,26.3,26.5,26.6
A0A5F5XS16,Sushi domain-containing protein,,21.8,17.1,16.1
A0A291NH33,IgG lambda chain constant region,,28.8,27.7,28.1
A0A5F5XWJ9,Ig-like domain-containing protein,,19.6,18.3,18
A0A291NH74,IgG lambda chain constant region,,28.1,26.3,26.1
M3X7R1,Ig-like domain-containing protein,,24.6,22.6,22.7
A0A337S7U4,Ig-like domain-containing protein,,27.7,28.1,28.6
T2HUV9,Restriction factor for feline retrovirus X,,24.2,21.7,21.6
A0A337SA19,Ig-like domain-containing protein,,19.3,20.2,19.3
A0A5F5XRP7,Ig-like domain-containing protein,,20.3,16.6,16.6
A0A291NH73,Ig lambda variable,,25.5,22.8,23
A0A5F5XZ87,Sushi domain-containing protein,,25,22,21.9
A0A2I2V5I2,Tripeptidyl-peptidase 1 (EC 3.4.14.9) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I),,25.4,21.7,22
A0A2I2UC18,Phosphoglycerate kinase (EC 2.7.2.3),,21.6,18,18.3
A0A2I2ULR9,14-3-3 protein epsilon,,23.5,20.8,20.8
A0A291NGT2,IgH variable region,,25.1,24.3,24.1
A0A2I2U5M6,Ig-like domain-containing protein,,16.4,17.7,18.2
A0A337SFW4,Ig-like domain-containing protein,,19.1,15.2,14.6
A0A291NH67,Ig lambda variable,,27.1,25.8,26.2
A0A337S672,Butyrophilin-like protein 1,,20.1,16.6,17.8
A0A5F5Y4V7,Ig-like domain-containing protein,,22.7,22.1,22.3
A0A5F5XUA3,"Mucin 2, oligomeric mucus/gel-forming",,19.3,20.8,21.3
A0A2I2UR81,Ig-like domain-containing protein,,23.2,19.6,20.1
A0A2I2U1K0,Ig-like domain-containing protein,,24.1,22.5,22.9
A0A291NHD9,IgG constant region,,29.6,30.5,30.7
A0A291NH87,Ig lambda variable,,26.6,24.6,24.8
A0A337SLR6,Folate receptor-like domain-containing protein,,24.3,15.8,16
M3XE23,Immunoglobulin V-set domain-containing protein,,20.3,16.8,17.2
A0A291NH84,Ig lambda variable,,19.2,17.2,17.6
A0A291NHB4,Ig lambda variable,,24.5,22.8,23
A0A337S804,Ig-like domain-containing protein,,24.5,22.1,22.5
A0A2I2U6W9,MHC class I-like antigen recognition-like domain-containing protein,,22.1,18.4,17.7
A0A5F5XCM1,Sushi domain-containing protein,,25.5,22.3,22
A0A337S723,Histone H4,,22.9,18.6,18.7
A0A291NH77,Ig lambda variable,,29.4,27,27.4
A0A5F5XIJ2,Complement C3,,18.3,20.1,19.8
A0A291NGY8,IgH variable region,,22.5,22.2,22.3
M3WIA6,Amine oxidase (EC 1.4.3.-),,21.4,21.7,21.6
A0A291NGZ4,Ig kappa chain,,29.7,27.3,27.5
A0A5F5XKA4,Anaphylatoxin-like domain-containing protein,,19.5,22.9,22.5
A0A291NHC4,Ig lambda variable,,22.4,21.3,20.9
A0A291NHA5,Ig lambda variable,,25.1,23.6,23.5
A0A291NHG6,IgG constant region,,22.8,25.2,26
A0A291NGZ9,Ig kappa chain,,24.8,23,23.7
A0A337RXE8,Heat shock protein family A (Hsp70) member 1B,,23.5,22.6,23.2
A0A5F5XT84,Ig-like domain-containing protein,,19,17.7,18.6
A0A291NHE9,IgG constant region,,23,24.7,24.6
A0A291NHA8,Ig lambda variable,,23.5,21.3,21.9
A0A291NGT3,IgH variable region,,24.5,24.3,24.2
A0A291NH42,Ig kappa chain,,20.4,18.8,19.7
A0A5F5XMZ4,SEA domain-containing protein,,23.2,18,18.5
A0A337S4X8,CUB domain-containing protein,,19.7,17.9,17.9
Q9J054,Infection accessory factor,,17.1,19.8,19.6
A0A2I2UI16,Ig-like domain-containing protein,,23.5,22.2,22.5
A0A5F5XM97,Anaphylatoxin-like domain-containing protein,,22.8,27,27.2
A0A5F5Y205,Ig-like domain-containing protein,,22.6,20.8,20.2
O97640,Fibrinogen A-alpha chain,,19,24.1,16.7
A0A291NH85,Ig lambda variable,,25.3,23.6,23
A0A5F5Y0U4,"Keratin, type II cytoskeletal 8 (Cytokeratin-8) (Keratin-8)",,21.4,16.3,15.3
A0A291NH29,Ig kappa chain,,19.1,16.9,17
A0A5F5XZG6,Ig-like domain-containing protein,,22.2,20.5,19.9
M1PYE6,Keratin 72,,19.6,17.6,18.1
A0A337SA21,Ig-like domain-containing protein,,17.1,13.2,13.3
A0A337S1X7,Ig-like domain-containing protein,,23.5,22.6,22.7
A0A291NH90,Ig lambda variable,,22.3,19.6,20
M3XG70,SMB domain-containing protein,,19.2,16.6,16.7
A0A291NGT9,IgH variable region,,21.2,20.2,20
A0A291NH93,Ig lambda variable,,24.9,22.8,23
A0A291NGW2,IgH variable region,,12.5,16.9,16.6
A9NJ73,lysozyme (EC 3.2.1.17),,19.9,18.8,19
A0A291NH95,Ig lambda variable,,22.1,22.2,21.4
A0A291NGX0,IgH variable region,,15,15.3,14.9
A0A291NH81,IgG lambda chain constant region,,25.6,23.1,23.5
A0A337SDR6,Protein S100-A11 (Calgizzarin) (S100 calcium-binding protein A11),,18.5,18.3,18.8
A0A291NHA0,Ig lambda variable,,24.6,22.1,21.9
A0A5F5XCM6,Ig-like domain-containing protein,,21.5,20.5,20.7
A0A291NH00,IgH variable region,,20,19.7,19.9
A0A291NHA9,Ig lambda variable,,22,20.2,20.3
A0A291NGZ6,Ig kappa chain,,27.8,25.5,25.6
A0A291NH96,Ig lambda variable,,20.5,20.9,18.9
A0A291NHC0,Ig lambda variable,,20.4,21.4,21.5
A0A291NHA2,Ig lambda variable,,27.5,25.2,25
A0A291NHB8,Ig lambda variable,,21.5,24.6,24.6
A0A5F5Y006,CUB domain-containing protein,,16,20.9,21.9
A0A291NGV1,IgH variable region,,21,20.3,20.3
A0A291NGW5,IgH variable region,,20,18.2,18.3
A0A291NH02,IgH variable region,,19.9,21,21.4
A0A291NGY1,IgH variable region,,24.8,24.3,24.1
A0A291NGU6,IgH variable region,,24.2,23.7,23.1
A0A291NGU9,IgH variable region,,19.9,19.5,19.4
A0A291NGW9,IgH variable region,,22.7,21.9,22
A0A291NGT1,IgH variable region,,29,28.6,28.9
A0A337SA37,Phospholipid scramblase,,21.3,17.7,18
A0A4P2TLQ8,BAFF-R protein,,22.3,11.4,10
A0A2I2UM04,Heat shock cognate 71 kDa protein (Heat shock 70 kDa protein 8),,22.1,20.9,20.7
M3VU82,Peptidase S1 domain-containing protein,,19.2,19.5,21
M3XDV4,Ig-like domain-containing protein,,22.9,21.6,21.9
A0A291NHA1,Ig lambda variable,,24.4,22.1,22.4
A0A291NGU8,IgH variable region,,23.8,23.3,22.7
A0A291NH80,Ig lambda variable,,25.2,23.5,23.6
E3UTY8,S100A12,,23.2,19.6,19.5
A0A291NH69,IgG lambda chain constant region,,21.8,18.8,17.8
M3VU84,Peptidase S1 domain-containing protein,,20.8,22.7,21.9
A0A291NH98,Ig lambda variable,,22.9,21.6,22.1
A0A291NH32,Ig kappa chain,,21.4,19.7,19.8
A0A291NH99,Ig lambda variable,,22.9,22,22
A0A5F5XVX5,Ig-like domain-containing protein,,19.7,19.1,19.5
M3XG22,Ig-like domain-containing protein,,23.5,21.9,21.9
A0A291NH94,Ig lambda variable,,21.2,15.9,17.5
A0A291NH23,Ig kappa chain,,22.7,21,21.1
A0A2I2UNI7,UBC core domain-containing protein,,18.5,20.8,21.7
A0A291NGV6,IgH variable region,,20,20.6,20.3
A0A291NGX3,IgH variable region,,23.1,21.7,22
A0A5F5XYD4,IF rod domain-containing protein,,17.1,12.5,13
A0A291NGU3,IgH variable region,,27.1,26.5,26.1
A0A291NGW1,IgH variable region,,20,21.4,21.3
A0A291NGZ5,IgH variable region,,19.1,18.7,18.8
A0A291NHB2,Ig lambda variable,,21.5,18.8,19.9
A0A291NGU1,IgH variable region,,19.8,19.5,19.3
A0A5F5XTV7,Immunoglobulin V-set domain-containing protein,,19.4,15.8,18.1
A0A291NH88,Ig lambda variable,,26.4,23.8,23.9
A0A291NGX9,IgH variable region,,24.7,23.7,23.2
A0A5F5Y0A1,Ig-like domain-containing protein,,20.4,16,17.5
A0A291NH89,Ig lambda variable,,25.4,22.8,23.1
A0A291NH13,IgH variable region,,24.7,24.2,24.1
A0A291NGZ0,IgH variable region,,17.4,16.8,17
A0A291NGW0,IgH variable region,,17,18.2,18.3
A0A2I2UYJ1,Lactate/malate dehydrogenase C-terminal domain-containing protein,,18.2,12.8,12.2
A0A291NH06,Ig kappa chain,,21.6,19.6,19.6
A0A337S8X8,AHNAK nucleoprotein,,21.3,17.1,17.3
A0A291NGZ3,IgH variable region,,19.4,17.1,16.6
A0A291NH97,Ig lambda variable,,22.7,23.3,23.3
A0A291NGW7,IgH variable region,,24.2,23.4,23.5
A0A337SEH4,"Keratin, type II cytoskeletal 8 (Cytokeratin-8) (Keratin-8)",,19.9,15.6,15.5
A0A2I2UTJ7,Ig-like domain-containing protein,,18.8,17.9,16.7
A0A291NH59,IgG lambda chain constant region,,29.3,27,27.1
A0A5F5XIG1,Peptidase S1 domain-containing protein,,24.8,20.8,20.8
A0A291NGX1,IgH variable region,,25,25.5,25.5
A0A2I2UC78,Uncharacterized protein,,17.1,16.4,16.6
A0A291NGS0,IgA constant region,,19.2,19,19.7
A0A291NH78,Ig lambda variable,,23.3,22.5,22.9
A0A291NHB1,Ig lambda variable,,24.8,22.7,23.1
A0A337S574,Histone H2A/H2B/H3 domain-containing protein,,19,16.3,16.8
A0A291NGX5,IgH variable region,,23.6,23.1,23.4
A0A5F5XP86,Ig-like domain-containing protein,,20.3,19.7,20
A0A291NGT7,IgH variable region,,22.1,23.6,23.9
A0A337SPY8,NTR domain-containing protein,,22.3,15.3,14.8
A0A337SNS0,Olfactory receptor,,19.3,17.6,17.8
A0A337SNT6,CUB domain-containing protein,,18.8,16.4,16.5
A0A291NGZ7,IgH variable region,,19.9,19.4,19.7
A0A2I2U998,EF-hand domain-containing protein,,19.1,17.5,17.4
A0A291NHB5,Ig lambda variable,,18.8,18,16.8
A0A291NGY4,IgH variable region,,23.6,22.7,22.5
A0A291NH86,Ig lambda variable,,19.9,18.9,19.2
A0A291NHA6,Ig lambda variable,,18.6,19.3,19.2
A0A291NGT5,IgH variable region,,25.1,23.6,23.5
A0A2I2U5I7,Ig-like domain-containing protein,,21,17.1,17
A0A291NH27,Ig kappa chain,,19,18.2,18.5
B5LX42,Tubulin beta chain,,18.8,19.1,18.6
A0A5F5Y6H2,AHNAK nucleoprotein,,19,17.5,18.6
A0A291NH92,Ig lambda variable,,22,22.2,22.4
A0A5F5XI16,L1 transposable element RRM domain-containing protein,,21.6,14.7,16.5
A0A2I2URM2,Glutathione S-transferase (EC 2.5.1.18),,19.4,14.8,15.2
A0A5F5XFA5,Ig-like domain-containing protein,,19.3,18.9,18.7
A0A291NGS9,IgA constant region,,23.3,18.2,18.4
A0A2I2UJ66,Kazal-like domain-containing protein,,16.4,14.9,15.2
A0A337SA71,Selenoprotein P N-terminal domain-containing protein,,26.1,25.5,25.7
A0A2I2U8P7,Histone H2B,,22.3,18.5,18.8
A0A291NHD4,Ig lambda variable,,19.9,19.5,18.3
A0A5F5XIK4,Ig-like domain-containing protein,,18.3,20.5,20.9
A0A291NH79,Ig lambda variable,,22.4,20.7,21.1
A0A291NGT4,IgH variable region,,19.9,18.9,18.9
